ACC_YEAR,SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,LAND_GBN,LAND_GBN_NM,BONBEON,BUBEON,BLDG_NM,DEAL_YMD,OBJ_AMT,BLDG_AREA,TOT_AREA,FLOOR,RIGHT_GBN,CNTL_YMD,BUILD_YEAR,HOUSE_TYPE,REQ_GBN,RDEALER_LAWDNM
2024,11710,송파구,10800,문정동,1,대지,0150,0000,올림픽훼밀리타운,20240110,187000,117.59,0.0,11.0,,,1988,아파트,중개거래,서울 송파구
2024,11320,도봉구,10800,도봉동,1,대지,0030,0001,한신,20240110,59000,84.94,0.0,9.0,,,1995,아파트,중개거래,서울 도봉구
2024,11530,구로구,10700,개봉동,1,대지,0277,0004,OK빌리지,20240110,28500,60.79,34.94,1.0,,,2002,연립다세대,중개거래,서울 구로구
2024,11740,강동구,10900,천호동,1,대지,0571,0000,래미안강동팰리스,20240110,114000,59.98,0.0,21.0,,,2017,아파트,중개거래,서울 강동구
2024,11260,중랑구,10100,면목동,1,대지,0134,0039,고암아트,20240110,23000,72.03,38.62,3.0,,,2001,연립다세대,직거래,
2024,11680,강남구,10500,삼성동,1,대지,0142,0003,LG선릉에클라트(B),20240110,37500,36.35,0.0,13.0,,,2004,아파트,중개거래,서울 강남구
2024,11590,동작구,10200,상도동,1,대지,0198,0047,루나포레30,20240110,59500,66.33,41.72,3.0,,,2022,연립다세대,중개거래,인천 부평구
2024,11470,양천구,10200,목동,1,대지,0318,0222,고센아트빌,20240110,31500,40.24,20.45,3.0,,,2018,연립다세대,중개거래,서울 양천구
2024,11440,마포구,12700,상암동,1,대지,1734,0000,상암 한화 오벨리스크,20240110,10500,19.93,25.83,7.0,,,2013,오피스텔,중개거래,서울 마포구
2024,11710,송파구,11100,방이동,1,대지,0124,0018,서경아파트,20240110,41500,51.11,0.0,4.0,,,2003,아파트,중개거래,서울 송파구
2024,11470,양천구,10200,목동,1,대지,0318,0060,선경하이츠3차,20240110,29000,59.81,31.4,1.0,,,2011,연립다세대,중개거래,서울 양천구
2024,11440,마포구,12700,상암동,1,대지,1734,0000,상암 한화 오벨리스크,20240110,10400,19.93,25.83,6.0,,,2013,오피스텔,중개거래,서울 마포구
2024,11710,송파구,10700,가락동,1,대지,0913,0000,헬리오시티,20240110,113000,39.12,0.0,5.0,,,2018,아파트,중개거래,서울 송파구
2024,11500,강서구,10300,화곡동,1,대지,0409,0047,미래하이츠(409-47),20240110,14650,42.25,26.21,2.0,,,2001,연립다세대,중개거래,서울 강서구
2024,11320,도봉구,10700,창동,1,대지,0629,0027,정호빌라(나),20240110,12200,35.52,26.15,3.0,,,1991,연립다세대,중개거래,서울 도봉구
2024,11710,송파구,10700,가락동,1,대지,0913,0000,헬리오시티,20240110,190000,84.96,0.0,3.0,,,2018,아파트,중개거래,서울 송파구
2024,11110,종로구,14000,삼청동,1,대지,0035,0162,(35-162),20240110,12000,60.12,27.96,-1.0,,,1998,연립다세대,직거래,
2024,11200,성동구,11400,성수동1가,1,대지,0718,0000,트리마제,20240110,283000,84.81,0.0,2.0,,,2017,아파트,중개거래,서울 성동구
2024,11500,강서구,10200,등촌동,1,대지,0726,0000,가양역두산위브,20240110,125500,84.74,0.0,15.0,,,2022,아파트,직거래,
2024,11710,송파구,11100,방이동,1,대지,0161,0006,청암빌라트,20240110,31000,51.18,28.98,2.0,,,2002,연립다세대,중개거래,서울 송파구
2024,11650,서초구,10800,서초동,1,대지,1355,0017,서초대우디오빌,20240110,40000,40.58,53.32,3.0,,,2004,오피스텔,직거래,
2024,11710,송파구,10100,잠실동,1,대지,0019,0000,잠실엘스,20240110,187000,59.96,0.0,12.0,,,2008,아파트,중개거래,서울 송파구
2024,11230,동대문구,10600,장안동,1,대지,0556,0000,방원예뜨랑,20240110,56000,89.2,0.0,4.0,,,2002,아파트,중개거래,서울 동대문구
2024,11215,광진구,10900,군자동,1,대지,0023,0000,퀸즈빌,20240110,36000,45.69,34.36,2.0,,,2021,연립다세대,직거래,
2024,11440,마포구,10100,아현동,1,대지,0777,0000,마포래미안푸르지오2단지,20240110,210000,114.59,0.0,14.0,,,2014,아파트,중개거래,서울 마포구
2024,11410,서대문구,11700,연희동,1,대지,0700,0000,대림,20240110,74000,84.74,0.0,9.0,,,1993,아파트,중개거래,서울 서대문구
2024,11230,동대문구,10200,용두동,1,대지,0100,0005,동대문 베네스트,20240110,20000,24.51,33.51,4.0,,,2020,오피스텔,직거래,
2024,11590,동작구,10200,상도동,,,,,,20240110,365500,38.78,86.0,0.0,,,1985,단독다가구,직거래,
2024,11530,구로구,10200,구로동,1,대지,1265,0000,구로두산,20240110,53000,51.84,0.0,3.0,,,1998,아파트,중개거래,서울 구로구
2024,11530,구로구,10200,구로동,1,대지,1265,0000,구로두산,20240110,51000,51.84,0.0,25.0,,,1998,아파트,중개거래,서울 구로구
2024,11350,노원구,10400,하계동,1,대지,0354,0000,학여울청구,20240110,56500,59.4,0.0,9.0,,,1999,아파트,중개거래,서울 노원구
2024,11710,송파구,10100,잠실동,1,대지,0022,0000,리센츠,20240110,103000,27.68,0.0,22.0,,,2008,아파트,중개거래,서울 송파구
2024,11410,서대문구,11100,홍제동,1,대지,0005,0152,현대빌,20240110,21000,33.99,28.48,3.0,,,2015,연립다세대,직거래,
2024,11410,서대문구,11000,북아현동,1,대지,1011,0000,신촌푸르지오,20240110,155000,109.09,0.0,4.0,,,2015,아파트,직거래,
2024,11440,마포구,12000,서교동,1,대지,0371,0007,엠제이더퍼스트홍대,20240110,25000,14.89,0.0,6.0,,,2018,아파트,중개거래,서울 마포구
2024,11410,서대문구,12000,남가좌동,1,대지,0384,0000,DMC파크뷰자이2단지,20240110,119000,84.97,0.0,9.0,,,2015,아파트,중개거래,서울 서대문구
2024,11215,광진구,10400,광장동,1,대지,0484,0000,현대3,20240110,130000,84.97,0.0,3.0,,,1990,아파트,중개거래,서울 광진구
2024,11380,은평구,10800,역촌동,1,대지,0042,0024,삼환주택,20240110,16000,32.81,13.96,-1.0,,,1993,연립다세대,직거래,
2024,11290,성북구,10300,돈암동,1,대지,0631,0000,범양,20240110,66000,84.92,0.0,12.0,,,1998,아파트,직거래,
2024,11140,중구,16200,신당동,1,대지,0852,0000,청구e편한세상,20240110,135000,84.96,0.0,2.0,,,2011,아파트,중개거래,서울 중구
2024,11500,강서구,10500,마곡동,1,대지,0758,0002,마곡일성트루엘플래닛,20240110,15300,21.43,29.93,8.0,,,2016,오피스텔,중개거래,서울 강서구
2024,11410,서대문구,11100,홍제동,1,대지,0473,0000,홍제센트럴IPARK,20240110,132000,117.09,0.0,10.0,,,2020,아파트,중개거래,서울 서대문구
2024,11350,노원구,10600,중계동,1,대지,0515,0002,건영2,20240110,58000,75.02,0.0,1.0,,,1991,아파트,중개거래,"경기 성남분당구, 서울 동대문구"
2024,11710,송파구,10700,가락동,1,대지,0021,0006,가락쌍용(2차),20240110,109000,84.42,0.0,21.0,,,1999,아파트,중개거래,서울 송파구
2024,11200,성동구,10900,금호동1가,1,대지,0280,0000,이편한세상금호파크힐스,20240110,128000,59.98,0.0,2.0,,,2019,아파트,중개거래,서울 성동구
2024,11410,서대문구,10600,천연동,1,대지,0145,0000,천연뜨란채,20240110,68000,55.85,0.0,3.0,,20240117,2006,아파트,중개거래,서울 서초구
2024,11215,광진구,10900,군자동,1,대지,0023,0000,퀸즈빌,20240110,36000,44.93,33.79,2.0,,,2021,연립다세대,직거래,
2024,11590,동작구,10200,상도동,1,대지,0214,0398,약수연립,20240110,32000,67.93,97.5,2.0,,,1981,연립다세대,중개거래,서울 동작구
2024,11500,강서구,10300,화곡동,1,대지,1035,0003,동우하이빌,20240110,29500,29.84,18.91,5.0,,,2021,연립다세대,직거래,
2024,11500,강서구,10200,등촌동,1,대지,0643,0047,한강두유림11차,20240110,36500,29.93,20.08,5.0,,,2020,연립다세대,직거래,
2024,11140,중구,16200,신당동,1,대지,0387,0028,트럼프월드,20240110,35000,29.44,19.84,2.0,,,2015,연립다세대,중개거래,서울 중구
2024,11350,노원구,10500,상계동,1,대지,1258,0000,오피앙,20240110,9400,23.37,33.74,13.0,,,2004,오피스텔,중개거래,서울 노원구
2024,11680,강남구,11000,압구정동,1,대지,0369,0001,"현대2차(10,11,20,23,24,25동)",20240110,520000,160.28,0.0,1.0,,,1976,아파트,중개거래,서울 강남구
2024,11680,강남구,10600,대치동,1,대지,0511,0000,한보미도맨션1,20240110,482000,191.07,0.0,6.0,,,1983,아파트,중개거래,서울 강남구
2024,11380,은평구,10500,구산동,1,대지,0026,0018,cs빌,20240110,21650,60.85,36.12,3.0,,,2008,연립다세대,중개거래,서울 은평구
2024,11740,강동구,10600,둔촌동,1,대지,0070,0037,한승리치빌(70-37),20240110,51500,37.99,21.77,4.0,,,2019,연립다세대,중개거래,서울 강동구
2024,11350,노원구,10500,상계동,1,대지,0341,0007,마블러스1,20240110,11500,25.3,33.33,7.0,,,2003,오피스텔,중개거래,서울 노원구
2024,11440,마포구,12500,성산동,1,대지,0256,0005,(256-5),20240110,43500,47.02,29.34,3.0,,,2014,연립다세대,직거래,
2024,11470,양천구,10300,신월동,1,대지,1075,0000,목동센트럴아이파크위브1단지,20240110,105000,84.98,0.0,21.0,,,2020,아파트,중개거래,서울 양천구
2024,11140,중구,16200,신당동,1,대지,0850,0000,신당푸르지오,20240110,115000,84.39,0.0,16.0,,,2005,아파트,중개거래,서울 중구
2024,11740,강동구,10500,길동,1,대지,0470,0000,현대1,20240110,73000,84.87,0.0,2.0,,,1996,아파트,중개거래,서울 강동구
2024,11380,은평구,10500,구산동,1,대지,0355,0098,동익파크2동(355-98),20240110,37000,84.95,0.0,1.0,,,1991,아파트,중개거래,서울 은평구
2024,11500,강서구,10600,내발산동,1,대지,0698,0030,A.G.S테마빌AB동,20240110,24800,61.98,29.34,4.0,,,2001,연립다세대,중개거래,서울 강서구
2024,11710,송파구,10600,삼전동,1,대지,0054,0002,장수빌라,20240110,42000,58.28,28.66,4.0,,,2004,연립다세대,중개거래,서울 송파구
2024,11740,강동구,10900,천호동,1,대지,0191,0024,美笑家,20240110,34000,25.23,8.24,8.0,,,2023,연립다세대,직거래,
2024,11230,동대문구,10300,제기동,1,대지,1213,0000,어진재,20240110,15850,15.28,0.0,2.0,,,2014,아파트,중개거래,서울 동대문구
2024,11305,강북구,10300,수유동,,,,,,20240110,35000,117.3,69.0,0.0,,,1991,단독다가구,중개거래,서울 강북구
2024,11590,동작구,10700,사당동,1,대지,1151,0000,갑을명가,20240110,70000,81.65,0.0,4.0,,,2006,아파트,중개거래,서울 동작구
2024,11380,은평구,10400,갈현동,1,대지,0462,0005,삼양그랜드빌(462-5),20240110,35400,64.87,34.07,2.0,,,2001,연립다세대,중개거래,서울 은평구
2024,11215,광진구,10900,군자동,1,대지,0023,0000,퀸즈빌,20240110,34000,44.14,33.19,2.0,,,2021,연립다세대,직거래,
2024,11140,중구,16200,신당동,1,대지,0850,0000,신당푸르지오,20240110,131000,145.1,0.0,4.0,,,2005,아파트,중개거래,서울 중구
2024,11590,동작구,10700,사당동,1,대지,0316,0005,남윤빌라A동,20240110,31500,33.57,27.5,1.0,,,1989,연립다세대,중개거래,"경기 하남시, 서울 동작구"
2024,11350,노원구,10600,중계동,1,대지,0593,0000,삼성,20240110,75000,114.49,0.0,6.0,,,1999,아파트,직거래,
2024,11470,양천구,10300,신월동,1,대지,0416,0001,보람쉬움1,20240110,48000,58.15,0.0,10.0,,,2003,아파트,직거래,
2024,11710,송파구,10400,송파동,1,대지,0022,0001,파크빌라(A동),20240110,37000,50.64,24.15,4.0,,,2004,연립다세대,중개거래,서울 송파구
2024,11215,광진구,10900,군자동,1,대지,0023,0000,퀸즈빌,20240110,25000,38.87,29.23,5.0,,,2021,연립다세대,직거래,
2024,11440,마포구,12500,성산동,1,대지,0161,0004,(161-4),20240110,57200,72.9,56.67,1.0,,,1990,연립다세대,중개거래,서울 마포구
2024,11320,도봉구,10700,창동,1,대지,0347,0000,창동주공3단지(해등마을),20240110,57000,58.01,0.0,2.0,,,1990,아파트,중개거래,서울 도봉구
2024,11545,금천구,10300,시흥동,1,대지,0987,0000,금천 쏠라 이지움,20240110,13000,17.58,30.33,5.0,,,2016,오피스텔,직거래,
2024,11530,구로구,10800,오류동,1,대지,0009,0003,한백힐,20240110,34000,77.22,0.0,8.0,,,2003,아파트,중개거래,서울 구로구
2024,11290,성북구,13400,길음동,1,대지,0498,0000,래미안길음센터피스,20240110,100000,59.97,0.0,9.0,,,2019,아파트,중개거래,서울 성북구
2024,11380,은평구,10700,응암동,1,대지,0760,0000,백련산힐스테이트2차,20240110,78500,84.37,0.0,5.0,,,2011,아파트,중개거래,서울 은평구
2024,11500,강서구,10900,방화동,1,대지,0482,0002,갤럭시빌,20240110,17600,29.79,19.28,4.0,,,2016,연립다세대,중개거래,서울 강서구
2024,11290,성북구,13900,석관동,1,대지,0010,0000,두산,20240110,62000,59.97,0.0,21.0,,,1998,아파트,중개거래,서울 성북구
2024,11440,마포구,12000,서교동,1,대지,0490,0000,메세나폴리스,20240110,196000,122.87,0.0,15.0,,,2012,아파트,중개거래,서울 마포구
2024,11440,마포구,12400,연남동,1,대지,0566,0023,(566-23),20240110,20000,30.39,24.57,2.0,,,1990,연립다세대,중개거래,서울 마포구
2024,11500,강서구,10300,화곡동,1,대지,0994,0006,소담밸리,20240110,27800,26.22,16.58,2.0,,,2021,연립다세대,직거래,
2024,11230,동대문구,10600,장안동,1,대지,0381,0001,우민에뜨와르오피스텔,20240110,13700,34.95,67.36,12.0,,20240118,2009,오피스텔,중개거래,서울 동대문구
2024,11230,동대문구,10600,장안동,1,대지,0381,0001,우민에뜨와르오피스텔,20240110,13700,34.95,67.36,12.0,,,2009,오피스텔,중개거래,서울 동대문구
2024,11710,송파구,10300,풍납동,1,대지,0506,0000,동아한가람1,20240110,117500,84.98,0.0,17.0,,,1995,아파트,중개거래,"서울 서초구, 서울 송파구"
2024,11545,금천구,10300,시흥동,1,대지,0820,0017,테라리움,20240110,28600,25.61,16.36,2.0,,,2021,연립다세대,직거래,
2024,11545,금천구,10200,독산동,1,대지,1007,0013,e편한세상 독산 더타워,20240110,18500,26.22,43.0,29.0,,,2019,오피스텔,중개거래,서울 금천구
2024,11680,강남구,10100,역삼동,1,대지,0701,0001,역삼아르누보씨티,20240110,57000,62.69,82.91,17.0,,,2008,오피스텔,중개거래,서울 강남구
2024,11410,서대문구,12000,남가좌동,1,대지,0385,0000,DMC파크뷰자이1단지,20240110,119600,84.98,0.0,7.0,,,2015,아파트,중개거래,"경기 고양덕양구, 서울 서대문구"
2024,11710,송파구,10200,신천동,1,대지,0017,0000,파크리오,20240110,196000,84.9,0.0,8.0,,,2008,아파트,중개거래,서울 송파구
2024,11215,광진구,10500,자양동,1,대지,0597,0000,대원캐슬6차,20240110,49500,29.16,21.48,2.0,,,2023,연립다세대,직거래,
2024,11380,은평구,10300,불광동,1,대지,0635,0000,북한산힐스테이트1차아파트,20240110,81000,84.37,0.0,11.0,,,2009,아파트,중개거래,서울 은평구
2024,11380,은평구,10800,역촌동,1,대지,0078,0023,다원빌(78-23),20240110,25800,42.91,27.63,4.0,,,2017,연립다세대,중개거래,서울 은평구
2024,11500,강서구,10900,방화동,1,대지,0648,0027,한서홈맨션,20240110,10500,43.23,23.09,2.0,,,2001,연립다세대,직거래,
2024,11440,마포구,12000,서교동,1,대지,0480,0003,한라쉐르빌1동,20240110,30000,43.89,24.46,5.0,,,2010,연립다세대,중개거래,서울 마포구
2024,11500,강서구,10300,화곡동,1,대지,1021,0007,오복뜨란체,20240110,39000,67.79,0.0,2.0,,,2007,아파트,중개거래,서울 강서구
2024,11650,서초구,11100,신원동,1,대지,0568,0000,서초포레스타3단지,20240109,108000,59.96,0.0,5.0,,,2014,아파트,중개거래,서울 서초구
2024,11320,도봉구,10600,방학동,1,대지,0531,0000,신동아아파트2,20240109,49500,84.86,0.0,11.0,,,1992,아파트,중개거래,서울 도봉구
2024,11500,강서구,10300,화곡동,1,대지,0403,0014,세명아크로빌,20240109,22500,29.94,17.13,4.0,,,2017,연립다세대,직거래,
2023,11530,구로구,10200,구로동,1,대지,0546,0017,오크트리빌구로1차,20240109,27750,29.02,20.02,4.0,,,2023,연립다세대,직거래,
2023,11530,구로구,10200,구로동,1,대지,0546,0017,오크트리빌구로1차,20240109,29550,29.99,20.69,3.0,,,2023,연립다세대,직거래,
2024,11680,강남구,10300,개포동,1,대지,0660,0001,디에이치 퍼스티어 아이파크,20240109,490000,132.99,0.0,24.0,입주권,,0,아파트,중개거래,서울 강남구
2024,11290,성북구,13400,길음동,1,대지,1279,0000,길음뉴타운1단지(래미안길음1차),20240109,73800,59.99,0.0,12.0,,,2003,아파트,중개거래,서울 성북구
2024,11290,성북구,13300,정릉동,1,대지,1025,0000,정릉힐스테이트,20240109,75000,84.92,0.0,6.0,,,2004,아파트,중개거래,서울 강서구
2024,11650,서초구,10800,서초동,1,대지,1337,0014,이즈타워,20240109,26500,38.36,48.84,4.0,,,2006,오피스텔,중개거래,서울 서초구
2024,11380,은평구,10700,응암동,1,대지,0769,0000,녹번역e편한세상캐슬,20240109,87000,59.96,0.0,5.0,,20240130,2021,아파트,중개거래,서울 은평구
2024,11440,마포구,11100,신수동,1,대지,0062,0060,라루체-2,20240109,35000,29.8,19.68,3.0,,,2016,연립다세대,중개거래,서울 마포구
2024,11200,성동구,11100,금호동3가,1,대지,0700,0000,금호자이2차,20240109,104000,59.99,0.0,1.0,,,2012,아파트,중개거래,서울 성동구
2024,11710,송파구,10800,문정동,1,대지,0096,0003,라이즈빌,20240109,29700,40.54,23.0,3.0,,,2016,연립다세대,중개거래,서울 송파구
2024,11470,양천구,10100,신정동,1,대지,0960,0001,썬샤인뷰(960-1),20240109,33000,29.28,17.94,5.0,,,2010,연립다세대,중개거래,서울 양천구
2024,11545,금천구,10300,시흥동,1,대지,1010,0000,벽산,20240109,53900,84.99,0.0,18.0,,,2000,아파트,중개거래,서울 금천구
2024,11530,구로구,10800,오류동,1,대지,0338,0000,동부골든,20240109,61700,113.43,0.0,11.0,,,1998,아파트,중개거래,서울 구로구
2024,11380,은평구,10900,신사동,1,대지,0031,0028,한솔타운(31-28),20240109,20000,44.91,20.46,1.0,,,1994,연립다세대,중개거래,서울 은평구
2024,11320,도봉구,10600,방학동,1,대지,0531,0000,신동아아파트2,20240109,51000,84.82,0.0,12.0,,,1992,아파트,중개거래,서울 도봉구
2024,11470,양천구,10300,신월동,1,대지,1044,0000,정은스카이빌(1044),20240109,42000,51.67,0.0,11.0,,,2006,아파트,중개거래,서울 양천구
2024,11470,양천구,10200,목동,1,대지,0934,0000,금호1,20240109,109000,59.88,0.0,13.0,,,1997,아파트,중개거래,서울 양천구
2024,11740,강동구,10900,천호동,1,대지,0571,0000,래미안강동팰리스,20240109,135000,84.97,0.0,36.0,,,2017,아파트,중개거래,서울 강동구
2024,11740,강동구,10900,천호동,1,대지,0423,0200,강동 밀레니얼 중흥S-클래스,20240109,76430,59.98,0.0,6.0,분양권,,0,아파트,직거래,
2024,11680,강남구,10100,역삼동,1,대지,0762,0003,래미안그레이튼(진달래2차),20240109,188000,59.78,0.0,19.0,,,2010,아파트,중개거래,서울 강남구
2024,11320,도봉구,10500,쌍문동,1,대지,0199,0001,금호1,20240109,44000,70.13,0.0,15.0,,,1990,아파트,중개거래,"서울 강북구, 서울 도봉구"
2024,11305,강북구,10300,수유동,1,대지,0338,0001,삼성타운,20240109,34000,71.77,0.0,6.0,,,2008,아파트,중개거래,서울 강북구
2024,11215,광진구,10500,자양동,1,대지,0642,0000,자양현대5,20240109,105000,114.63,0.0,3.0,,,1998,아파트,직거래,
2024,11500,강서구,10300,화곡동,1,대지,0056,0274,동도하이츠빌라(가동),20240109,14000,38.8,20.6,5.0,,,2001,연립다세대,중개거래,서울 강서구
2024,11680,강남구,10500,삼성동,1,대지,0087,0000,아이파크,20240109,900000,175.05,0.0,33.0,,,2004,아파트,중개거래,"서울 강남구, 서울 송파구"
2024,11680,강남구,10100,역삼동,1,대지,0719,0024,역삼역센트럴푸르지오시티,20240109,34500,27.38,43.69,15.0,,,2019,오피스텔,중개거래,서울 강남구
2024,11545,금천구,10200,독산동,1,대지,0711,0002,금천현대,20240109,54500,59.82,0.0,17.0,,,2002,아파트,중개거래,서울 금천구
2023,11530,구로구,10200,구로동,1,대지,0546,0017,오크트리빌구로1차,20240109,27050,28.97,19.98,3.0,,,2023,연립다세대,직거래,
2024,11230,동대문구,10500,답십리동,1,대지,1013,0000,래미안미드카운티,20240109,102100,59.98,0.0,19.0,,,2019,아파트,중개거래,서울 동대문구
2024,11320,도봉구,10700,창동,1,대지,0665,0027,금성파크빌4,20240109,18000,45.94,23.84,2.0,,,2002,연립다세대,중개거래,서울 도봉구
2024,11530,구로구,10700,개봉동,1,대지,0481,0000,현대,20240109,80000,84.99,0.0,9.0,,,2001,아파트,중개거래,서울 구로구
2024,11530,구로구,10200,구로동,1,대지,1127,0022,티타운빌딩,20240109,20000,42.11,60.43,5.0,,,2006,오피스텔,중개거래,서울 구로구
2024,11380,은평구,10300,불광동,1,대지,0076,0017,금남빌라,20240109,23000,35.48,22.83,1.0,,,1991,연립다세대,중개거래,"서울 서대문구, 서울 은평구"
2024,11500,강서구,10900,방화동,1,대지,0839,0000,방화그린,20240109,41100,49.77,0.0,1.0,,,1993,아파트,중개거래,서울 강서구
2024,11110,종로구,18300,평창동,1,대지,0170,0000,금강주택,20240109,73000,84.95,106.8,1.0,,,1992,연립다세대,중개거래,서울 종로구
2024,11215,광진구,10500,자양동,1,대지,0800,0007,금강뉴빌,20240109,54300,72.8,45.01,2.0,,,2004,연립다세대,중개거래,서울 광진구
2024,11380,은평구,10600,대조동,1,대지,0028,0007,대성에버빌,20240109,24800,26.61,14.07,5.0,,,2018,연립다세대,직거래,
2024,11740,강동구,10900,천호동,1,대지,0425,0003,천호역 한강 푸르지오시티,20240109,16000,25.24,35.91,10.0,,,2015,오피스텔,중개거래,서울 강동구
2024,11530,구로구,10200,구로동,1,대지,1127,0022,티타운빌딩,20240109,20000,42.11,60.43,5.0,,20240110,2006,오피스텔,중개거래,서울 구로구
2024,11680,강남구,10400,청담동,1,대지,0127,0031,청담현대3차아파트,20240109,350000,109.53,0.0,17.0,,,1999,아파트,중개거래,서울 강남구
2024,11530,구로구,10200,구로동,1,대지,0110,0008,하나세인스톤1차,20240109,11000,27.86,42.61,10.0,,,2011,오피스텔,중개거래,서울 구로구
2024,11200,성동구,10200,하왕십리동,1,대지,1058,0000,극동미라주,20240109,89000,84.33,0.0,7.0,,,2001,아파트,중개거래,서울 성동구
2024,11260,중랑구,10300,중화동,1,대지,0019,0000,극동,20240109,45000,74.23,0.0,2.0,,,1991,아파트,중개거래,서울 중랑구
2024,11410,서대문구,11900,북가좌동,1,대지,0339,0037,수성렉스빌,20240109,33000,53.93,31.99,5.0,,,2013,연립다세대,중개거래,서울 서대문구
2024,11530,구로구,10200,구로동,1,대지,0685,0222,주공1,20240109,82000,84.87,0.0,9.0,,,1986,아파트,중개거래,서울 구로구
2024,11500,강서구,10300,화곡동,1,대지,0504,0194,그린캐슬,20240109,17000,43.8,33.8,4.0,,,2007,연립다세대,중개거래,서울 강서구
2024,11200,성동구,11000,금호동2가,1,대지,0001,0000,신금호파크자이,20240109,156500,84.98,0.0,12.0,,,2016,아파트,중개거래,서울 성동구
2024,11170,용산구,13600,보광동,1,대지,0448,0000,신동아1,20240109,234000,84.93,0.0,7.0,,,1992,아파트,중개거래,"서울 강남구, 서울 용산구"
2024,11470,양천구,10100,신정동,1,대지,0326,0000,목동신시가지12,20240109,139500,71.64,0.0,7.0,,,1988,아파트,중개거래,서울 양천구
2024,11380,은평구,10900,신사동,1,대지,0040,0024,호림트윈타워1차,20240109,18500,28.93,10.31,5.0,,,2010,연립다세대,중개거래,서울 은평구
2024,11350,노원구,10500,상계동,1,대지,1256,0000,은빛2단지,20240109,42000,49.77,0.0,8.0,,,1998,아파트,중개거래,서울 노원구
2024,11290,성북구,13500,종암동,1,대지,0080,0000,래미안크리시엘,20240109,70000,59.99,0.0,7.0,,,2004,아파트,중개거래,서울 성북구
2024,11380,은평구,10800,역촌동,1,대지,0026,0048,호림리슈빌2차,20240109,20000,29.84,19.11,5.0,,,2012,연립다세대,중개거래,서울 은평구
2024,11350,노원구,10300,공릉동,1,대지,0513,0017,풍산빌라A동,20240109,15000,35.17,18.48,2.0,,,1993,연립다세대,직거래,
2024,11440,마포구,10300,신공덕동,1,대지,0172,0000,펜트라우스,20240109,158000,104.29,0.0,12.0,,,2011,아파트,중개거래,서울 마포구
2024,11620,관악구,10100,봉천동,1,대지,0014,0096,모빈샬롬하우스,20240109,25000,28.98,21.11,3.0,,,2014,연립다세대,직거래,
2024,11620,관악구,10300,남현동,1,대지,1061,0018,(1061-18),20240109,20000,27.95,43.91,9.0,,,2005,오피스텔,중개거래,서울 관악구
2024,11470,양천구,10300,신월동,1,대지,0127,0001,궁전,20240109,37000,59.76,0.0,5.0,,,1999,아파트,중개거래,서울 양천구
2024,11590,동작구,10500,흑석동,1,대지,0010,0000,명수대현대,20240109,180000,112.29,0.0,15.0,,,1988,아파트,중개거래,서울 동작구
2024,11200,성동구,11100,금호동3가,,,,,,20240109,44600,24.48,38.7,0.0,,,1985,단독다가구,중개거래,서울 성동구
2024,11560,영등포구,13200,신길동,1,대지,0261,0022,신길레전드힐스,20240109,9000,13.74,0.0,14.0,,,2013,아파트,중개거래,서울 영등포구
2024,11290,성북구,10300,돈암동,1,대지,0015,0001,돈암동삼성,20240109,72150,84.59,0.0,7.0,,,1999,아파트,중개거래,서울 성북구
2023,11530,구로구,10200,구로동,1,대지,0546,0017,오크트리빌구로1차,20240109,26750,28.97,19.98,2.0,,,2023,연립다세대,직거래,
2024,11140,중구,16200,신당동,,,,,,20240109,94256,29.7,79.0,0.0,,,1936,단독다가구,중개거래,서울 중구
2023,11530,구로구,10200,구로동,1,대지,0546,0017,오크트리빌구로1차,20240109,29250,29.99,20.69,2.0,,,2023,연립다세대,직거래,
2024,11290,성북구,13600,하월곡동,1,대지,0090,0211,성북웅진베어스빌,20240109,43024,33.65,48.63,2.0,,,2021,오피스텔,직거래,
2024,11410,서대문구,11200,대현동,1,대지,0104,0036,신촌자이엘라,20240109,33000,36.8,55.12,6.0,,,2014,오피스텔,중개거래,서울 마포구
2024,11305,강북구,10300,수유동,1,대지,0269,0049,광진하이츠빌라(269-49),20240109,12500,36.33,13.7,1.0,,,1993,연립다세대,중개거래,서울 강북구
2024,11290,성북구,13600,하월곡동,1,대지,0090,0211,성북웅진베어스빌,20240109,32924,28.58,41.23,2.0,,,2021,오피스텔,직거래,
2024,11290,성북구,13600,하월곡동,1,대지,0090,0211,성북웅진베어스빌,20240109,32824,28.58,41.23,5.0,,,2021,오피스텔,직거래,
2023,11530,구로구,10200,구로동,1,대지,0546,0017,오크트리빌구로1차,20240109,37800,42.06,29.01,5.0,,,2023,연립다세대,직거래,
2024,11290,성북구,13600,하월곡동,1,대지,0090,0211,성북웅진베어스빌,20240109,31924,28.58,41.23,3.0,,,2021,오피스텔,직거래,
2024,11590,동작구,10700,사당동,,,,,,20240109,190000,230.92,119.0,0.0,,,2016,단독다가구,중개거래,"서울 동작구, 서울 서초구"
2024,11200,성동구,10700,행당동,1,대지,0347,0000,대림e-편한세상,20240109,108000,84.87,0.0,5.0,,,2000,아파트,중개거래,서울 성동구
2024,11110,종로구,17500,숭인동,,,,,,20240109,40000,63.1,67.8,0.0,,,1985,단독다가구,중개거래,서울 종로구
2024,11620,관악구,10100,봉천동,1,대지,1717,0000,관악푸르지오,20240109,69000,59.58,0.0,5.0,,,2004,아파트,중개거래,서울 관악구
